Post ID,Platform,User ID,Post Content,Post Date,Likes,Comments,Shares
13716,Facebook,2191,Content of post #13716 on Facebook,2023-06-03,3908,115,430
13717,Twitter,1241,Content of post #13717 on Twitter,2024-07-25,109,73,446
13718,LinkedIn,3309,Content of post #13718 on LinkedIn,2024-05-18,4936,170,484
13719,Facebook,3402,Content of post #13719 on Facebook,2024-03-29,3310,127,59
13720,Facebook,3693,Content of post #13720 on Facebook,2023-09-30,858,199,324
13721,Twitter,830,Content of post #13721 on Twitter,2025-01-08,3939,14,116
13722,Instagram,3041,Content of post #13722 on Instagram,2024-04-09,1916,171,244
13723,TikTok,2061,Content of post #13723 on TikTok,2024-11-16,1796,55,320
13724,Facebook,4185,Content of post #13724 on Facebook,2023-11-07,3911,174,57
13725,Instagram,209,Content of post #13725 on Instagram,2024-05-14,278,93,180
13726,TikTok,244,Content of post #13726 on TikTok,2024-09-12,4081,109,386
13727,LinkedIn,2814,Content of post #13727 on LinkedIn,2023-05-17,3305,27,164
13728,LinkedIn,2380,Content of post #13728 on LinkedIn,2024-11-24,1404,32,203
13729,Instagram,2808,Content of post #13729 on Instagram,2023-12-22,905,87,345
13730,Twitter,4600,Content of post #13730 on Twitter,2024-03-13,806,106,492
13731,Instagram,3171,Content of post #13731 on Instagram,2023-02-17,1765,102,136
13732,LinkedIn,1210,Content of post #13732 on LinkedIn,2023-04-12,2611,75,155
13733,TikTok,833,Content of post #13733 on TikTok,2023-06-12,4046,60,110
13734,Facebook,2647,Content of post #13734 on Facebook,2024-12-21,3589,125,472
13735,TikTok,590,Content of post #13735 on TikTok,2023-12-27,296,49,469
13736,Twitter,2120,Content of post #13736 on Twitter,2024-02-11,1884,185,399
13737,TikTok,4873,Content of post #13737 on TikTok,2024-12-16,4909,114,195
13738,Instagram,1660,Content of post #13738 on Instagram,2024-06-24,462,94,112
13739,Instagram,3264,Content of post #13739 on Instagram,2024-04-20,721,186,8
13740,TikTok,4629,Content of post #13740 on TikTok,2023-12-15,4633,107,493
13741,Instagram,2048,Content of post #13741 on Instagram,2025-01-14,2716,70,353
13742,TikTok,1915,Content of post #13742 on TikTok,2023-12-13,2286,145,339
13743,TikTok,1974,Content of post #13743 on TikTok,2024-08-30,1191,147,341
13744,LinkedIn,4336,Content of post #13744 on LinkedIn,2023-05-15,256,5,159
13745,LinkedIn,1084,Content of post #13745 on LinkedIn,2023-12-27,3298,95,90
13746,Instagram,2225,Content of post #13746 on Instagram,2024-07-22,4444,96,455
13747,TikTok,4056,Content of post #13747 on TikTok,2023-06-07,441,12,119
13748,Facebook,2221,Content of post #13748 on Facebook,2023-12-09,1229,143,133
13749,Facebook,3808,Content of post #13749 on Facebook,2023-08-15,830,164,89
13750,TikTok,4585,Content of post #13750 on TikTok,2023-11-27,4407,53,50
13751,Facebook,3566,Content of post #13751 on Facebook,2024-08-27,331,88,19
13752,Twitter,3757,Content of post #13752 on Twitter,2024-08-06,2917,54,63
13753,Facebook,4082,Content of post #13753 on Facebook,2023-09-15,301,197,155
13754,LinkedIn,2737,Content of post #13754 on LinkedIn,2023-07-21,326,142,13
13755,Instagram,4963,Content of post #13755 on Instagram,2023-09-09,4626,17,356
13756,LinkedIn,1772,Content of post #13756 on LinkedIn,2023-10-29,3845,1,17
13757,Twitter,4901,Content of post #13757 on Twitter,2023-02-20,2353,168,328
13758,LinkedIn,1970,Content of post #13758 on LinkedIn,2023-06-28,4157,175,369
13759,Twitter,3308,Content of post #13759 on Twitter,2024-10-25,4844,107,418
13760,TikTok,808,Content of post #13760 on TikTok,2023-03-07,518,147,220
13761,TikTok,3483,Content of post #13761 on TikTok,2023-10-28,1806,15,315
13762,Twitter,3869,Content of post #13762 on Twitter,2023-08-23,3134,180,99
13763,Facebook,2693,Content of post #13763 on Facebook,2023-09-17,1849,167,434
13764,Twitter,4017,Content of post #13764 on Twitter,2023-12-14,4671,171,284
13765,Twitter,1188,Content of post #13765 on Twitter,2024-09-03,135,150,365
13766,Facebook,3089,Content of post #13766 on Facebook,2024-12-15,2436,121,420
13767,Instagram,3341,Content of post #13767 on Instagram,2024-04-06,2654,44,211
13768,Instagram,969,Content of post #13768 on Instagram,2024-07-12,2569,107,199
13769,Instagram,3385,Content of post #13769 on Instagram,2023-01-22,3362,83,344
13770,LinkedIn,1304,Content of post #13770 on LinkedIn,2023-03-26,1403,73,19
13771,LinkedIn,4936,Content of post #13771 on LinkedIn,2023-05-23,2156,174,271
13772,TikTok,1904,Content of post #13772 on TikTok,2023-05-18,1220,91,85
13773,TikTok,803,Content of post #13773 on TikTok,2023-10-08,3566,7,36
13774,TikTok,4318,Content of post #13774 on TikTok,2024-04-25,2504,40,349
13775,LinkedIn,984,Content of post #13775 on LinkedIn,2024-07-25,545,190,262
13776,Instagram,2091,Content of post #13776 on Instagram,2024-02-03,3861,188,436
13777,Instagram,1726,Content of post #13777 on Instagram,2023-05-30,4365,114,372
13778,TikTok,2163,Content of post #13778 on TikTok,2024-04-22,1210,159,479
13779,Instagram,2460,Content of post #13779 on Instagram,2024-10-20,2676,0,414
13780,Facebook,2627,Content of post #13780 on Facebook,2024-03-03,4805,72,317
13781,LinkedIn,2219,Content of post #13781 on LinkedIn,2024-10-05,4084,200,321
13782,Facebook,878,Content of post #13782 on Facebook,2023-11-11,174,68,258
13783,Twitter,2266,Content of post #13783 on Twitter,2023-11-08,3912,38,373
13784,Instagram,2922,Content of post #13784 on Instagram,2025-01-12,1033,164,207
13785,LinkedIn,2308,Content of post #13785 on LinkedIn,2025-02-04,2768,134,230
13786,Instagram,4957,Content of post #13786 on Instagram,2024-03-25,3184,106,426
13787,Facebook,3566,Content of post #13787 on Facebook,2024-04-18,1823,97,151
13788,TikTok,3663,Content of post #13788 on TikTok,2024-02-12,1724,52,335
13789,Facebook,837,Content of post #13789 on Facebook,2023-11-30,4691,51,98
13790,Facebook,3806,Content of post #13790 on Facebook,2023-07-06,1687,104,309
13791,Twitter,3435,Content of post #13791 on Twitter,2024-06-16,2885,188,84
13792,Twitter,3188,Content of post #13792 on Twitter,2023-10-07,180,43,201
13793,Instagram,1885,Content of post #13793 on Instagram,2024-02-23,504,45,99
13794,LinkedIn,4396,Content of post #13794 on LinkedIn,2024-05-22,45,160,449
13795,Facebook,1332,Content of post #13795 on Facebook,2023-07-29,3484,73,58
13796,LinkedIn,4033,Content of post #13796 on LinkedIn,2023-07-05,2885,31,472
13797,Facebook,1944,Content of post #13797 on Facebook,2023-11-27,3469,51,362
13798,Twitter,4213,Content of post #13798 on Twitter,2024-08-26,732,46,360
13799,Facebook,4814,Content of post #13799 on Facebook,2023-05-20,1949,151,241
13800,LinkedIn,1395,Content of post #13800 on LinkedIn,2024-08-16,2243,12,80
13801,Instagram,1896,Content of post #13801 on Instagram,2024-03-24,4459,179,281
13802,TikTok,2339,Content of post #13802 on TikTok,2024-01-20,2346,156,389
13803,Facebook,2091,Content of post #13803 on Facebook,2024-09-29,876,65,3
13804,LinkedIn,4808,Content of post #13804 on LinkedIn,2023-03-29,3511,63,313
13805,Facebook,999,Content of post #13805 on Facebook,2024-05-20,4828,113,223
13806,Twitter,2500,Content of post #13806 on Twitter,2024-06-11,233,187,486
13807,TikTok,2217,Content of post #13807 on TikTok,2023-10-31,2953,133,17
13808,Facebook,1888,Content of post #13808 on Facebook,2023-11-13,3449,187,298
13809,Instagram,3043,Content of post #13809 on Instagram,2023-10-15,489,41,207
13810,Twitter,1013,Content of post #13810 on Twitter,2023-03-02,3948,116,365
13811,Twitter,957,Content of post #13811 on Twitter,2024-06-30,3649,172,198
13812,TikTok,4822,Content of post #13812 on TikTok,2024-08-28,382,139,45
13813,TikTok,4915,Content of post #13813 on TikTok,2023-07-07,3035,109,61
13814,Instagram,1187,Content of post #13814 on Instagram,2025-02-04,187,158,179
13815,Facebook,1965,Content of post #13815 on Facebook,2023-05-09,1545,60,338
13816,LinkedIn,2578,Content of post #13816 on LinkedIn,2024-02-12,1874,82,340
13817,LinkedIn,1158,Content of post #13817 on LinkedIn,2023-10-20,2479,176,485
13818,Facebook,2919,Content of post #13818 on Facebook,2024-08-27,2972,174,229
13819,Facebook,418,Content of post #13819 on Facebook,2024-04-11,755,178,274
13820,TikTok,3069,Content of post #13820 on TikTok,2023-04-23,4787,145,1
13821,Instagram,3262,Content of post #13821 on Instagram,2023-06-18,1521,15,154
13822,Twitter,2385,Content of post #13822 on Twitter,2023-05-22,1783,27,76
13823,Twitter,906,Content of post #13823 on Twitter,2024-01-04,4175,79,192
13824,Instagram,1488,Content of post #13824 on Instagram,2025-01-28,3143,155,485
13825,Facebook,2172,Content of post #13825 on Facebook,2023-04-24,3740,190,152
13826,Instagram,4456,Content of post #13826 on Instagram,2023-10-15,1541,90,233
13827,LinkedIn,3553,Content of post #13827 on LinkedIn,2024-09-13,1318,21,215
13828,LinkedIn,2516,Content of post #13828 on LinkedIn,2025-01-05,4840,102,233
13829,Instagram,1016,Content of post #13829 on Instagram,2024-02-04,4615,178,205
13830,TikTok,2990,Content of post #13830 on TikTok,2023-04-02,323,142,353
13831,Instagram,3630,Content of post #13831 on Instagram,2024-11-08,4425,116,247
13832,Instagram,3539,Content of post #13832 on Instagram,2023-02-15,2516,134,37
13833,Twitter,4868,Content of post #13833 on Twitter,2024-05-14,2884,73,8
13834,Twitter,664,Content of post #13834 on Twitter,2023-01-13,1170,168,397
13835,Facebook,2568,Content of post #13835 on Facebook,2025-01-05,84,66,295
13836,LinkedIn,234,Content of post #13836 on LinkedIn,2023-01-04,1244,98,386
13837,TikTok,2930,Content of post #13837 on TikTok,2024-10-23,229,38,395
13838,Facebook,1608,Content of post #13838 on Facebook,2023-08-02,4672,72,40
13839,Twitter,1360,Content of post #13839 on Twitter,2024-11-04,3937,147,59
13840,Instagram,4045,Content of post #13840 on Instagram,2024-07-15,2308,153,217
13841,TikTok,4042,Content of post #13841 on TikTok,2023-01-02,1110,36,470
13842,LinkedIn,4581,Content of post #13842 on LinkedIn,2024-08-18,813,36,267
13843,Instagram,2036,Content of post #13843 on Instagram,2024-07-13,1943,164,177
13844,Instagram,3691,Content of post #13844 on Instagram,2024-07-07,4355,50,158
13845,Twitter,1463,Content of post #13845 on Twitter,2023-09-11,3752,34,120
13846,Facebook,1459,Content of post #13846 on Facebook,2023-12-25,4003,94,72
13847,Instagram,940,Content of post #13847 on Instagram,2025-02-05,2759,39,151
13848,LinkedIn,4959,Content of post #13848 on LinkedIn,2025-01-28,1855,160,2
13849,Twitter,1775,Content of post #13849 on Twitter,2024-10-18,4057,69,298
13850,Instagram,974,Content of post #13850 on Instagram,2023-05-01,1661,33,423
13851,Twitter,452,Content of post #13851 on Twitter,2024-09-30,2291,192,467
13852,TikTok,4167,Content of post #13852 on TikTok,2023-04-29,3471,177,107
13853,TikTok,180,Content of post #13853 on TikTok,2023-11-17,2299,32,133
13854,Twitter,2453,Content of post #13854 on Twitter,2024-03-07,4640,118,364
13855,Facebook,17,Content of post #13855 on Facebook,2023-07-30,1753,57,50
13856,Facebook,1575,Content of post #13856 on Facebook,2023-07-28,187,19,133
13857,TikTok,4186,Content of post #13857 on TikTok,2024-07-27,737,83,321
13858,Twitter,425,Content of post #13858 on Twitter,2024-07-24,4497,151,372
13859,Instagram,3768,Content of post #13859 on Instagram,2024-05-16,3542,60,494
13860,LinkedIn,4114,Content of post #13860 on LinkedIn,2023-03-12,4523,12,467
13861,Facebook,4093,Content of post #13861 on Facebook,2023-04-07,4022,145,169
13862,Instagram,3694,Content of post #13862 on Instagram,2024-08-29,1683,107,35
13863,Instagram,3894,Content of post #13863 on Instagram,2023-09-14,365,197,314
13864,Instagram,2671,Content of post #13864 on Instagram,2024-11-29,3973,59,343
13865,Twitter,2286,Content of post #13865 on Twitter,2023-11-07,4958,172,406
13866,Twitter,836,Content of post #13866 on Twitter,2024-06-04,2535,154,376
13867,TikTok,122,Content of post #13867 on TikTok,2023-01-04,1148,78,351
13868,LinkedIn,2685,Content of post #13868 on LinkedIn,2024-08-14,4565,7,57
13869,LinkedIn,1907,Content of post #13869 on LinkedIn,2024-12-31,3144,177,403
13870,Instagram,3912,Content of post #13870 on Instagram,2023-09-04,2679,193,419
13871,Facebook,2419,Content of post #13871 on Facebook,2024-11-18,4955,67,456
13872,Facebook,299,Content of post #13872 on Facebook,2024-10-12,2044,101,34
13873,Instagram,4277,Content of post #13873 on Instagram,2023-05-13,3239,152,50
13874,TikTok,1287,Content of post #13874 on TikTok,2023-10-01,2877,60,26
13875,LinkedIn,2662,Content of post #13875 on LinkedIn,2023-02-16,1006,194,163
13876,Facebook,4979,Content of post #13876 on Facebook,2024-01-08,4110,37,223
13877,Instagram,1591,Content of post #13877 on Instagram,2023-11-01,1679,34,117
13878,TikTok,4952,Content of post #13878 on TikTok,2023-01-08,1982,97,206
13879,LinkedIn,4989,Content of post #13879 on LinkedIn,2023-12-27,482,9,295
13880,TikTok,968,Content of post #13880 on TikTok,2023-05-01,961,16,458
13881,Facebook,4086,Content of post #13881 on Facebook,2024-01-05,1164,200,109
13882,LinkedIn,2808,Content of post #13882 on LinkedIn,2024-02-05,1644,182,157
13883,LinkedIn,2325,Content of post #13883 on LinkedIn,2023-05-26,224,89,286
13884,TikTok,398,Content of post #13884 on TikTok,2023-02-06,646,116,72
13885,Facebook,1813,Content of post #13885 on Facebook,2023-06-27,3384,85,157
13886,Instagram,2327,Content of post #13886 on Instagram,2024-11-16,4769,176,144
13887,TikTok,3154,Content of post #13887 on TikTok,2023-06-30,2247,132,63
13888,Instagram,888,Content of post #13888 on Instagram,2024-07-28,3953,189,296
13889,TikTok,4307,Content of post #13889 on TikTok,2023-06-25,1386,67,106
13890,Instagram,4105,Content of post #13890 on Instagram,2023-11-25,4170,7,188
13891,Twitter,921,Content of post #13891 on Twitter,2023-01-26,4415,112,31
13892,Twitter,3766,Content of post #13892 on Twitter,2025-01-01,1325,21,344
13893,LinkedIn,3797,Content of post #13893 on LinkedIn,2023-04-19,4984,90,303
13894,LinkedIn,1884,Content of post #13894 on LinkedIn,2023-10-10,3850,176,449
13895,TikTok,4679,Content of post #13895 on TikTok,2024-08-16,4134,10,1
13896,Facebook,422,Content of post #13896 on Facebook,2023-08-06,3847,105,255
13897,LinkedIn,1527,Content of post #13897 on LinkedIn,2024-02-16,2903,134,99
13898,TikTok,522,Content of post #13898 on TikTok,2023-08-08,4856,106,386
13899,Facebook,696,Content of post #13899 on Facebook,2024-06-25,2230,13,156
13900,Instagram,3594,Content of post #13900 on Instagram,2023-10-22,2951,21,142
13901,Facebook,1791,Content of post #13901 on Facebook,2024-04-11,2455,136,206
13902,Instagram,2041,Content of post #13902 on Instagram,2023-04-09,3272,59,109
13903,Facebook,808,Content of post #13903 on Facebook,2024-04-11,3714,99,210
13904,Instagram,1930,Content of post #13904 on Instagram,2023-02-15,2454,99,500
13905,TikTok,118,Content of post #13905 on TikTok,2023-04-20,3339,80,366
13906,TikTok,3487,Content of post #13906 on TikTok,2023-07-12,984,134,55
13907,Facebook,4320,Content of post #13907 on Facebook,2023-01-29,2970,129,357
13908,TikTok,2655,Content of post #13908 on TikTok,2023-06-19,1846,129,375
13909,TikTok,2311,Content of post #13909 on TikTok,2024-05-13,4952,88,391
13910,Twitter,1459,Content of post #13910 on Twitter,2024-04-24,1265,0,262
13911,LinkedIn,2435,Content of post #13911 on LinkedIn,2023-06-16,3227,128,388
13912,Facebook,4343,Content of post #13912 on Facebook,2024-07-07,1200,191,246
13913,Facebook,633,Content of post #13913 on Facebook,2023-12-12,1874,23,412
13914,Twitter,3763,Content of post #13914 on Twitter,2024-03-15,1813,192,391
13915,Instagram,1116,Content of post #13915 on Instagram,2023-02-12,2618,53,238
13916,TikTok,926,Content of post #13916 on TikTok,2024-09-15,942,6,43
13917,TikTok,1520,Content of post #13917 on TikTok,2023-04-28,2643,117,216
13918,Twitter,471,Content of post #13918 on Twitter,2023-09-30,3864,57,49
13919,Instagram,4672,Content of post #13919 on Instagram,2024-06-18,1636,106,369
13920,Twitter,2478,Content of post #13920 on Twitter,2024-10-18,2704,137,272
13921,Facebook,224,Content of post #13921 on Facebook,2023-12-28,2365,59,463
13922,Instagram,1127,Content of post #13922 on Instagram,2024-03-20,1868,156,20
13923,Twitter,2268,Content of post #13923 on Twitter,2023-10-05,3630,144,410
13924,Twitter,3521,Content of post #13924 on Twitter,2024-07-12,3214,42,282
13925,LinkedIn,2998,Content of post #13925 on LinkedIn,2023-05-01,332,83,261
13926,TikTok,330,Content of post #13926 on TikTok,2023-03-27,2250,8,314
13927,Twitter,3964,Content of post #13927 on Twitter,2023-03-06,2258,195,211
13928,Facebook,1458,Content of post #13928 on Facebook,2023-07-21,3772,100,43
13929,Twitter,4392,Content of post #13929 on Twitter,2024-09-22,4532,40,46
13930,TikTok,3968,Content of post #13930 on TikTok,2024-09-13,4358,169,261
13931,Twitter,3714,Content of post #13931 on Twitter,2025-01-19,4354,117,216
13932,TikTok,279,Content of post #13932 on TikTok,2023-01-26,4013,170,96
13933,Facebook,1633,Content of post #13933 on Facebook,2024-12-25,3376,90,156
13934,Twitter,938,Content of post #13934 on Twitter,2023-03-10,3784,177,9
13935,Instagram,498,Content of post #13935 on Instagram,2023-01-16,972,120,150
13936,Facebook,4642,Content of post #13936 on Facebook,2024-01-09,635,75,303
13937,Instagram,2973,Content of post #13937 on Instagram,2023-08-27,1816,25,448
13938,Facebook,3309,Content of post #13938 on Facebook,2024-11-06,1436,108,91
13939,Facebook,3902,Content of post #13939 on Facebook,2023-10-24,2995,30,254
13940,Twitter,1706,Content of post #13940 on Twitter,2024-05-12,840,111,192
13941,LinkedIn,3537,Content of post #13941 on LinkedIn,2025-01-29,2995,45,184
13942,Twitter,4587,Content of post #13942 on Twitter,2023-09-15,4523,120,229
13943,Instagram,558,Content of post #13943 on Instagram,2024-12-12,3543,32,243
13944,TikTok,2314,Content of post #13944 on TikTok,2023-08-06,4190,44,53
13945,Instagram,4749,Content of post #13945 on Instagram,2023-05-17,3570,166,400
13946,Instagram,1107,Content of post #13946 on Instagram,2023-05-21,2117,183,220
13947,Instagram,1196,Content of post #13947 on Instagram,2024-02-15,829,182,110
13948,Facebook,4501,Content of post #13948 on Facebook,2024-09-06,4912,86,337
13949,Facebook,3335,Content of post #13949 on Facebook,2024-05-29,2917,94,474
13950,Facebook,3028,Content of post #13950 on Facebook,2023-09-14,4304,200,226
13951,Twitter,871,Content of post #13951 on Twitter,2024-04-17,883,63,112
13952,Facebook,3015,Content of post #13952 on Facebook,2024-02-21,4708,142,403
13953,Twitter,4684,Content of post #13953 on Twitter,2023-12-13,502,190,130
13954,TikTok,1314,Content of post #13954 on TikTok,2023-03-17,4900,60,482
13955,Facebook,3566,Content of post #13955 on Facebook,2024-06-10,1449,63,463
13956,Facebook,4065,Content of post #13956 on Facebook,2024-11-07,1245,195,500
13957,Facebook,2784,Content of post #13957 on Facebook,2024-08-10,3822,58,382
13958,Instagram,1666,Content of post #13958 on Instagram,2024-04-14,287,16,411
13959,Instagram,3695,Content of post #13959 on Instagram,2023-08-20,3341,148,392
13960,Instagram,446,Content of post #13960 on Instagram,2023-05-12,1649,81,396
13961,Twitter,744,Content of post #13961 on Twitter,2024-11-30,95,61,141
13962,Instagram,2691,Content of post #13962 on Instagram,2023-10-18,4278,111,370
13963,Facebook,50,Content of post #13963 on Facebook,2024-11-12,3655,134,165
13964,TikTok,2255,Content of post #13964 on TikTok,2024-12-05,1028,47,217
13965,Instagram,1093,Content of post #13965 on Instagram,2025-01-01,4680,182,325
13966,Instagram,70,Content of post #13966 on Instagram,2024-03-30,2070,103,307
13967,LinkedIn,3316,Content of post #13967 on LinkedIn,2024-02-19,4583,84,424
13968,TikTok,4947,Content of post #13968 on TikTok,2025-01-08,2202,125,27
13969,Facebook,736,Content of post #13969 on Facebook,2024-03-16,4744,104,86
13970,Instagram,2791,Content of post #13970 on Instagram,2023-08-02,2918,138,402
13971,Twitter,4893,Content of post #13971 on Twitter,2024-12-13,280,62,342
13972,Twitter,3609,Content of post #13972 on Twitter,2024-03-27,2652,129,392
13973,Facebook,4232,Content of post #13973 on Facebook,2024-11-25,3758,11,482
13974,Instagram,4252,Content of post #13974 on Instagram,2024-01-22,651,55,86
13975,Twitter,2551,Content of post #13975 on Twitter,2024-01-12,1287,31,293
13976,Facebook,905,Content of post #13976 on Facebook,2023-12-01,405,58,163
13977,LinkedIn,3402,Content of post #13977 on LinkedIn,2023-01-21,795,80,78
13978,Facebook,2809,Content of post #13978 on Facebook,2024-03-25,4704,57,265
13979,Facebook,1522,Content of post #13979 on Facebook,2023-05-24,4479,181,234
13980,Facebook,982,Content of post #13980 on Facebook,2024-12-30,1664,143,248
13981,Facebook,2191,Content of post #13981 on Facebook,2023-07-28,4527,110,373
13982,Instagram,1380,Content of post #13982 on Instagram,2023-09-17,1415,25,151
13983,Facebook,2459,Content of post #13983 on Facebook,2023-07-29,4416,111,18
13984,Facebook,1603,Content of post #13984 on Facebook,2024-03-04,4534,123,312
13985,LinkedIn,4646,Content of post #13985 on LinkedIn,2024-11-15,150,64,464
13986,Facebook,3860,Content of post #13986 on Facebook,2024-12-25,1902,31,447
13987,Twitter,2217,Content of post #13987 on Twitter,2023-03-22,4201,181,363
13988,Twitter,554,Content of post #13988 on Twitter,2024-06-22,4253,169,277
13989,TikTok,4868,Content of post #13989 on TikTok,2024-12-04,2944,94,447
13990,Twitter,1842,Content of post #13990 on Twitter,2024-10-05,3045,117,221
13991,Instagram,4303,Content of post #13991 on Instagram,2024-07-12,1654,41,123
13992,TikTok,2312,Content of post #13992 on TikTok,2024-05-31,2095,78,485
13993,TikTok,3337,Content of post #13993 on TikTok,2024-10-25,1601,38,280
13994,Facebook,2233,Content of post #13994 on Facebook,2023-01-16,1662,96,365
13995,Facebook,3401,Content of post #13995 on Facebook,2024-06-26,1448,43,123
13996,Facebook,2298,Content of post #13996 on Facebook,2023-11-21,1088,5,253
13997,TikTok,353,Content of post #13997 on TikTok,2023-06-05,1579,172,419
13998,Instagram,2947,Content of post #13998 on Instagram,2024-12-31,1581,73,235
13999,Instagram,3863,Content of post #13999 on Instagram,2023-03-02,2480,189,247
14000,TikTok,4255,Content of post #14000 on TikTok,2023-11-08,2329,134,321
14001,Instagram,4094,Content of post #14001 on Instagram,2023-11-22,2993,177,103
14002,Facebook,2673,Content of post #14002 on Facebook,2024-05-25,3064,104,220
14003,TikTok,1866,Content of post #14003 on TikTok,2024-04-06,844,156,299
14004,Facebook,4016,Content of post #14004 on Facebook,2024-08-31,1031,172,70
14005,Twitter,3976,Content of post #14005 on Twitter,2023-03-08,2029,15,63
14006,Facebook,4777,Content of post #14006 on Facebook,2023-05-15,3761,115,119
14007,TikTok,4636,Content of post #14007 on TikTok,2023-07-25,1269,168,2
14008,LinkedIn,2074,Content of post #14008 on LinkedIn,2025-01-28,4112,52,178
14009,Instagram,52,Content of post #14009 on Instagram,2025-02-04,2500,39,228
14010,TikTok,4378,Content of post #14010 on TikTok,2023-02-06,1562,88,18
14011,TikTok,794,Content of post #14011 on TikTok,2023-12-05,1237,79,372
14012,Twitter,4453,Content of post #14012 on Twitter,2023-06-09,4117,119,468
14013,LinkedIn,3359,Content of post #14013 on LinkedIn,2024-12-15,1510,77,108
14014,Instagram,4229,Content of post #14014 on Instagram,2023-07-02,4631,112,192
14015,Instagram,2750,Content of post #14015 on Instagram,2023-11-11,2621,39,453
14016,Instagram,1704,Content of post #14016 on Instagram,2023-01-22,4827,181,100
14017,Instagram,2192,Content of post #14017 on Instagram,2024-11-21,4564,138,439
14018,LinkedIn,197,Content of post #14018 on LinkedIn,2023-02-28,1482,107,394
14019,TikTok,4174,Content of post #14019 on TikTok,2023-03-13,2768,110,18
14020,Facebook,1889,Content of post #14020 on Facebook,2025-01-13,1645,93,308
14021,Instagram,1825,Content of post #14021 on Instagram,2024-05-12,1132,82,159
14022,LinkedIn,3172,Content of post #14022 on LinkedIn,2023-07-04,3926,7,368
14023,Instagram,1011,Content of post #14023 on Instagram,2024-08-11,1766,81,149
14024,Instagram,3259,Content of post #14024 on Instagram,2023-03-25,1580,7,335
14025,TikTok,1964,Content of post #14025 on TikTok,2024-07-06,739,35,207
14026,TikTok,4837,Content of post #14026 on TikTok,2024-04-16,205,37,463
14027,Instagram,704,Content of post #14027 on Instagram,2023-09-07,1396,54,348
14028,Instagram,2989,Content of post #14028 on Instagram,2024-10-29,4213,24,19
14029,Facebook,783,Content of post #14029 on Facebook,2023-02-26,407,160,81
14030,TikTok,196,Content of post #14030 on TikTok,2024-10-03,452,73,198
14031,Twitter,3906,Content of post #14031 on Twitter,2023-07-27,3802,20,333
14032,TikTok,3610,Content of post #14032 on TikTok,2023-04-20,4842,142,309
14033,Facebook,198,Content of post #14033 on Facebook,2023-11-26,563,81,122
14034,TikTok,384,Content of post #14034 on TikTok,2023-06-19,2556,25,192
14035,TikTok,3868,Content of post #14035 on TikTok,2023-08-28,1829,87,233
14036,TikTok,2861,Content of post #14036 on TikTok,2023-12-05,2348,36,83
14037,Facebook,2800,Content of post #14037 on Facebook,2023-03-17,4034,111,71
14038,Facebook,244,Content of post #14038 on Facebook,2023-12-08,3858,135,203
14039,TikTok,3690,Content of post #14039 on TikTok,2024-03-31,2552,42,290
14040,LinkedIn,3272,Content of post #14040 on LinkedIn,2024-06-11,3832,176,116
14041,TikTok,2993,Content of post #14041 on TikTok,2023-05-23,759,49,59
14042,Twitter,4368,Content of post #14042 on Twitter,2023-01-04,217,75,354
14043,Facebook,472,Content of post #14043 on Facebook,2024-03-16,2445,151,325
14044,LinkedIn,3193,Content of post #14044 on LinkedIn,2024-01-28,4092,126,260
14045,Facebook,3634,Content of post #14045 on Facebook,2023-10-19,4326,108,189
14046,Instagram,3113,Content of post #14046 on Instagram,2024-09-18,1276,130,223
14047,Facebook,3146,Content of post #14047 on Facebook,2023-04-14,4298,66,177
14048,Twitter,775,Content of post #14048 on Twitter,2025-01-17,986,189,449
14049,Instagram,4860,Content of post #14049 on Instagram,2024-12-27,4154,179,439
14050,TikTok,1231,Content of post #14050 on TikTok,2024-10-19,3112,68,180
14051,Facebook,893,Content of post #14051 on Facebook,2023-12-15,2831,20,35
14052,Facebook,4616,Content of post #14052 on Facebook,2023-08-24,3901,160,119
14053,Facebook,4654,Content of post #14053 on Facebook,2023-02-18,3775,117,185
14054,Twitter,3958,Content of post #14054 on Twitter,2024-09-05,603,177,247
14055,Facebook,3019,Content of post #14055 on Facebook,2023-07-02,1172,19,271
14056,Twitter,4455,Content of post #14056 on Twitter,2024-07-15,4560,8,329
14057,Facebook,4544,Content of post #14057 on Facebook,2024-08-01,295,51,489
14058,Twitter,2066,Content of post #14058 on Twitter,2025-01-29,175,7,267
14059,LinkedIn,528,Content of post #14059 on LinkedIn,2023-01-10,4823,107,440
14060,Facebook,2116,Content of post #14060 on Facebook,2024-11-14,4670,91,368
14061,Instagram,1655,Content of post #14061 on Instagram,2023-04-24,3718,131,488
14062,Twitter,2533,Content of post #14062 on Twitter,2024-08-28,1494,56,372
14063,LinkedIn,35,Content of post #14063 on LinkedIn,2023-11-19,1057,163,460
14064,LinkedIn,4446,Content of post #14064 on LinkedIn,2023-01-24,4269,109,37
14065,LinkedIn,1886,Content of post #14065 on LinkedIn,2024-07-02,3469,126,461
14066,LinkedIn,4909,Content of post #14066 on LinkedIn,2023-09-25,2232,128,364
14067,Twitter,1663,Content of post #14067 on Twitter,2023-01-02,1154,121,255
14068,LinkedIn,3096,Content of post #14068 on LinkedIn,2024-07-05,4980,134,452
14069,LinkedIn,836,Content of post #14069 on LinkedIn,2023-03-13,3779,24,469
14070,Facebook,291,Content of post #14070 on Facebook,2024-10-30,1005,32,360
14071,Instagram,1804,Content of post #14071 on Instagram,2023-09-26,3650,122,274
